clip_id,subject_id,is_deceptive,pitch_mean,pitch_stdv,sil_hist_00,sil_hist_01,sil_hist_02,sil_hist_03,sil_hist_04,sil_hist_05,sil_hist_06,sil_hist_07,sil_hist_08,sil_hist_09,sil_hist_10,sil_hist_11,sil_hist_12,sil_hist_13,sil_hist_14,sil_hist_15,sil_hist_16,sil_hist_17,sil_hist_18,sil_hist_19,sil_hist_20,sil_hist_21,sil_hist_22,sil_hist_23,sil_hist_24,sp_hist_00,sp_hist_01,sp_hist_02,sp_hist_03,sp_hist_04,sp_hist_05,sp_hist_06,sp_hist_07,sp_hist_08,sp_hist_09,sp_hist_10,sp_hist_11,sp_hist_12,sp_hist_13,sp_hist_14,sp_hist_15,sp_hist_16,sp_hist_17,sp_hist_18,sp_hist_19,sp_hist_20,sp_hist_21,sp_hist_22,sp_hist_23,sp_hist_24,intensity_mean,intensity_std,jitter_local,shimmer_local,hnr_mean,speaking_rate,f0_voiced_frac
trial_lie_013.mp4,S002,1,180.90101688229325,42.93706243467066,9.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.66536395713447,7.833144530685153,0.0218806278174676,0.1633305806715316,9.21925651014085,57.18644781144781,0.5730100158144439
trial_lie_014.mp4,S003,1,209.01797778625937,38.84889925016308,7.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.22640450358516,8.233185580953043,0.023372994141253264,0.11488449672205894,10.94663562687694,68.9226332627405,0.6907514450867052
trial_lie_015.mp4,S003,1,187.2389272954929,34.91494431145857,6.0,6.0,5.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.06358751222727,9.553849724200425,0.0263519210557485,0.1286439155843474,11.036973037872825,46.72003953905026,0.46769499417927823
trial_lie_016.mp4,S003,1,185.46017611926942,36.39396130513147,8.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,54.11192493999386,9.103519164235928,0.02624764080834406,0.12079774998294229,10.29434156456097,58.49695694744372,0.585590465872156
trial_lie_017.mp4,S003,1,181.81306122502136,32.521500775315374,10.0,7.0,6.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.08583016114559,9.326171573122846,0.02699986333269844,0.13020442441239677,10.040268243997941,55.12707114645336,0.5516533637400228
trial_lie_018.mp4,S003,1,185.3519479499145,37.732501408116065,11.0,11.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.09640546379472,8.83149355057778,0.024493441729650463,0.12205262265817175,10.325237241764869,58.4703279367681,0.5853375833091857
trial_lie_019.mp4,S003,1,179.9330815518412,33.11653923310729,11.0,6.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.99437586294162,8.766936527150303,0.026705136487382666,0.13488995126130063,9.994532795849652,54.924512782864646,0.5498094719651606
trial_lie_020.mp4,S003,1,188.69745646052223,24.72679640694257,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.45616268342818,9.542049419524743,0.02192370570067128,0.12721678864667604,10.248182799322,47.756379743858254,0.4788858939802336
trial_lie_021.mp4,S003,1,189.19311736686723,25.785798458637206,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51.73828023956531,9.623176536065737,0.022468637934701594,0.11858852003271968,11.118951347219406,43.89326081880983,0.4397358282883875
trial_lie_022.mp4,S003,1,188.5395214277201,33.304370338073504,13.0,5.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.42975466984245,9.92805136425168,0.025100350982695436,0.13208430807554197,10.084576041211365,53.65831640713157,0.5369790411948928
trial_lie_023.mp4,S003,1,177.1784283936761,36.0786246929674,18.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,6.0,8.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.048622638572624,8.668611876809559,0.029649123451046488,0.14270158813213912,8.329614152122756,49.762626386482616,0.498036498036498
trial_lie_024.mp4,S003,1,190.22904460135985,46.48764645048439,15.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,59.84837240125846,8.235572353873236,0.02866287882411884,0.12613620306797366,10.092608490953245,62.6635030723368,0.6275385865150285
trial_lie_025.mp4,S003,1,186.49870752737974,21.148641496378662,14.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,58.46638248397325,8.448175988610625,0.022000290018482214,0.12001918937234238,11.527686811372426,71.37863978952453,0.7146250424160163
trial_lie_026.mp4,S003,1,185.89982318303586,33.32111511884335,8.0,6.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.42458984696647,8.878551836046793,0.02536445181315487,0.12724902786572526,9.72947995028695,44.81036458824123,0.4485784485784486
trial_lie_027.mp4,S003,1,187.87320090581753,38.49136634041232,6.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,53.43571168340955,9.510551420738151,0.024033696358588257,0.12132520458069533,10.28343231337489,47.45222339617046,0.47512991833704527
trial_lie_028.mp4,S003,1,192.057127878815,55.81323039489778,3.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.041800745470454,9.19330077085117,0.03294071272715117,0.13982397578145386,8.848901484900667,42.335676154749876,0.4240297274979356
trial_lie_029.mp4,S003,1,173.15064090621922,37.14642534419098,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96808572731628,8.738586543640473,0.026163201361871884,0.1293165946128717,9.604951656098663,43.28365300853699,0.433502538071066
trial_lie_030.mp4,S003,1,184.23796622638903,40.94248366072877,7.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.98924427648972,9.796610517135509,0.030887805316589974,0.1400619878652239,9.02820361091813,47.84263266787839,0.4788135593220339
trial_lie_031.mp4,S003,1,187.0166264120397,30.992638611523656,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.04959575403591,8.638574993037283,0.027825356124808895,0.11668411874800821,10.363263032523454,30.83312055268369,0.3087610961018912
trial_lie_032.mp4,S004,1,208.77335132332647,43.960442229884876,17.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.89620820471655,6.941065908792798,0.02662337198285445,0.15666402738998378,9.572298653922513,47.5301973878032,0.47586700035752594
trial_lie_033.mp4,S005,1,139.00783917624096,35.63165130793014,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.94534632509928,3.5770706252826705,0.07020165084870165,0.21447535993672814,5.245837327925861,78.75500864577329,0.7880809428507894
trial_lie_034.mp4,S005,1,136.3377881801546,30.36768393299615,9.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.92209036092568,4.4459427874659,0.0651116504340999,0.18973299754855716,5.05695283546708,64.63292937752473,0.6469803136469803
trial_lie_035.mp4,S006,1,196.62281182083223,41.41497933215003,4.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,62.026700837110276,15.234700052157116,0.026189697026936555,0.11876087758482327,11.00195683336657,55.34662142503985,0.5540308747855918
trial_lie_036.mp4,S007,1,295.1544782626752,93.96506533813475,19.0,5.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,2.0,10.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.20779637401973,6.430885597465529,0.04272632530040784,0.18445314333610005,6.714423404529039,34.47872556889096,0.3451372850910957
trial_lie_037.mp4,S008,1,187.2465616558617,42.15399645950702,3.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,48.343677973556545,13.356359767766696,0.02006013763006389,0.15370091121249763,9.06143603840216,53.87140653012963,0.5394686176357335
trial_lie_038.mp4,S008,1,183.79957954481642,76.90875692421017,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,45.6831535481434,13.236608120201314,0.023942672016437117,0.1678828721405886,7.705690741864614,43.02290209030464,0.4308093994778068
trial_lie_039.mp4,S008,1,208.06586342070779,51.473732918007855,6.0,6.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,48.60544524697203,12.249643512435165,0.021448010745339217,0.16744435806984223,8.874977529302026,64.73292875252864,0.6479813146479814
trial_lie_040.mp4,S008,1,183.11863952099444,45.82208993724549,4.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.02380502842177,12.391489376565614,0.019662412242681133,0.14592793207918495,9.227638727550975,57.560698787716284,0.5765540258656654
trial_lie_041.mp4,S009,1,128.20249964810125,43.18825007300431,9.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.28457772325277,8.0267756939722,0.022383543886921174,0.10411355437797745,8.35635158834822,58.254947104315775,0.5833654216403542
trial_lie_042.mp4,S009,1,130.2550695691189,52.58796059305542,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,62.08653310557725,8.649513640310024,0.022711943406327102,0.11337411335591009,8.7563925832165,57.935551384741935,0.5803087192323738
trial_lie_043.mp4,S009,1,112.73509674180526,59.213197362108154,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,65.72363320935676,8.93982403707045,0.02928078931301423,0.15080083744986983,5.182222774073214,55.18765764400752,0.5532523230879199
trial_lie_044.mp4,S010,1,110.92395734878042,58.37937672687769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.60021697092463,10.403964112151888,0.02204499959573766,0.10775445532007938,9.253039565235504,64.82136663198057,0.6510590858416946
